"","s.name","r.name","r.type","norm","threshold","seqnames","strand","start","end","width","tel.length","chr.end"
"2907","cen-pk","SRR13577846.92427","nl","normalized","36-38","ref|NC_001142|","+",736795,745640,8846,0.722,"3'"
"2908","cen-pk","SRR13577846.92546","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.53,"5'"
"2909","cen-pk","SRR13577846.92639","nl","normalized","36-38","ref|NC_001135|","-",400,8791,8392,0.195,"3'"
"2910","cen-pk","SRR13577846.92787","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.83,"5'"
"2911","cen-pk","SRR13577846.92798","nl","normalized","36-38","ref|NC_001147|","-",111,10594,10484,0.844,"3'"
"2912","cen-pk","SRR13577846.92826","nl","normalized","36-38","ref|NC_001135|","+",400,7804,7405,1.318,"5'"
"2913","cen-pk","SRR13577846.92832","nl","normalized","36-38","ref|NC_001144|","+",1070491,1078177,7687,0.825,"3'"
"2914","cen-pk","SRR13577846.92846","nl","normalized","36-38","ref|NC_001144|","-",1068850,1078177,9328,1.154,"5'"
"2915","cen-pk","SRR13577846.92882","nl","normalized","36-38","ref|NC_001141|","-",90,8166,8077,0.606,"3'"
"2916","cen-pk","SRR13577846.92890","nl","normalized","36-38","ref|NC_001148|","-",939306,948066,8761,0.448,"5'"
"2917","cen-pk","SRR13577846.92965","nl","normalized","36-38","ref|NC_001146|","+",1,7205,7205,0.842,"5'"
"2918","cen-pk","SRR13577846.9297","nl","normalized","36-38","ref|NC_001146|","-",1,7478,7478,0.807,"3'"
"2919","cen-pk","SRR13577846.93001","nl","normalized","36-38","ref|NC_001140|","-",68,7530,7463,0.608,"3'"
"2920","cen-pk","SRR13577846.93069","nl","normalized","36-38","ref|NC_001134|","+",805422,813100,7679,0.679,"3'"
"2921","cen-pk","SRR13577846.93140","nl","normalized","36-38","ref|NC_001138|","-",1,7490,7490,0.865,"3'"
"2922","cen-pk","SRR13577846.93234","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.572,"5'"
"2923","cen-pk","SRR13577846.93252","nl","normalized","36-38","ref|NC_001142|","-",128,8074,7947,0.44,"3'"
"2924","cen-pk","SRR13577846.93273","nl","normalized","36-38","ref|NC_001142|","-",93,9991,9899,0.358,"3'"
"2925","cen-pk","SRR13577846.93310","nl","normalized","36-38","ref|NC_001144|","-",1069733,1078177,8445,0.83,"5'"
"2926","cen-pk","SRR13577846.9335","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.808,"3'"
"2927","cen-pk","SRR13577846.93389","nl","normalized","36-38","ref|NC_001147|","-",111,10680,10570,0.709,"3'"
"2928","cen-pk","SRR13577846.93406","nl","normalized","36-38","ref|NC_001146|","-",1,6688,6688,0.744,"3'"
"2929","cen-pk","SRR13577846.93411","nl","normalized","36-38","ref|NC_001142|","+",124,7937,7814,0.442,"5'"
"2930","cen-pk","SRR13577846.9346","nl","normalized","36-38","ref|NC_001144|","-",1070733,1078177,7445,0.772,"5'"
"2931","cen-pk","SRR13577846.93466","nl","normalized","36-38","ref|NC_001136|","-",181,11260,11080,0.53,"3'"
"2932","cen-pk","SRR13577846.93553","nl","normalized","36-38","ref|NC_001144|","+",1067570,1078177,10608,0.725,"3'"
"2933","cen-pk","SRR13577846.9357","nl","normalized","36-38","ref|NC_001145|","+",5609,15569,9961,0.418,"5'"
"2934","cen-pk","SRR13577846.9359","nl","normalized","36-38","ref|NC_001140|","+",553998,558619,4622,0.538,"3'"
"2935","cen-pk","SRR13577846.93621","nl","normalized","36-38","ref|NC_001144|","+",1062455,1071597,9143,0.73,"3'"
"2936","cen-pk","SRR13577846.93628","nl","normalized","36-38","ref|NC_001146|","-",24,7478,7455,0.712,"3'"
"2937","cen-pk","SRR13577846.93646","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.672,"5'"
"2938","cen-pk","SRR13577846.93672","nl","normalized","36-38","ref|NC_001142|","-",131,8869,8739,0.352,"3'"
"2939","cen-pk","SRR13577846.93685","nl","normalized","36-38","ref|NC_001138|","+",1,8843,8843,0.654,"5'"
"2940","cen-pk","SRR13577846.93702","nl","normalized","36-38","ref|NC_001141|","-",105,8166,8062,0.795,"3'"
"2941","cen-pk","SRR13577846.93738","nl","normalized","36-38","ref|NC_001144|","+",1062250,1071579,9330,0.86,"3'"
"2942","cen-pk","SRR13577846.93741","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.614,"3'"
"2943","cen-pk","SRR13577846.93755","nl","normalized","36-38","ref|NC_001134|","-",1,10727,10727,1.037,"3'"
"2944","cen-pk","SRR13577846.93769","nl","normalized","36-38","ref|NC_001147|","+",76,11317,11242,0.942,"5'"
"2945","cen-pk","SRR13577846.93793","nl","normalized","36-38","ref|NC_001148|","-",939872,948066,8195,0.63,"5'"
"2946","cen-pk","SRR13577846.93822","nl","normalized","36-38","ref|NC_001144|","+",96,8635,8540,0.954,"5'"
"2947","cen-pk","SRR13577846.93857","nl","normalized","36-38","ref|NC_001144|","+",16489,23082,6594,0.436,"5'"
"2948","cen-pk","SRR13577846.93951","nl","normalized","36-38","ref|NC_001138|","-",262306,270125,7820,0.554,"5'"
"2949","cen-pk","SRR13577846.93962","nl","normalized","36-38","ref|NC_001146|","+",1,7990,7990,0.56,"5'"
"2950","cen-pk","SRR13577846.94037","nl","normalized","36-38","ref|NC_001144|","-",16489,22800,6312,0.535,"3'"
"2951","cen-pk","SRR13577846.94054","nl","normalized","36-38","ref|NC_001144|","-",1071047,1078177,7131,1.854,"5'"
"2952","cen-pk","SRR13577846.94061","nl","normalized","36-38","ref|NC_001144|","-",94,9370,9277,0.87,"3'"
"2953","cen-pk","SRR13577846.94080","nl","normalized","36-38","ref|NC_001147|","-",1085112,1091248,6137,2.33,"5'"
"2954","cen-pk","SRR13577846.94095","nl","normalized","36-38","ref|NC_001144|","+",115,8260,8146,0.93,"5'"
"2955","cen-pk","SRR13577846.94115","nl","normalized","36-38","ref|NC_001144|","-",104,10388,10285,0.804,"3'"
"2956","cen-pk","SRR13577846.94191","nl","normalized","36-38","ref|NC_001144|","+",1069699,1078177,8479,0.727,"3'"
"2957","cen-pk","SRR13577846.94195","nl","normalized","36-38","ref|NC_001138|","-",1,9525,9525,0.636,"3'"
"2958","cen-pk","SRR13577846.94232","nl","normalized","36-38","ref|NC_001138|","+",260984,270123,9140,0.43,"3'"
"2959","cen-pk","SRR13577846.94242","nl","normalized","36-38","ref|NC_001144|","+",16489,23597,7109,0.542,"5'"
"2960","cen-pk","SRR13577846.94279","nl","normalized","36-38","ref|NC_001142|","-",101,7933,7833,0.336,"3'"
"2961","cen-pk","SRR13577846.94287","nl","normalized","36-38","ref|NC_001134|","-",804265,813127,8863,0.536,"5'"
"2962","cen-pk","SRR13577846.9431","nl","normalized","36-38","ref|NC_001134|","+",804887,813127,8241,0.52,"3'"
"2963","cen-pk","SRR13577846.94319","nl","normalized","36-38","ref|NC_001147|","+",1082540,1091265,8726,0.591,"3'"
"2964","cen-pk","SRR13577846.94364","nl","normalized","36-38","ref|NC_001146|","-",1,9361,9361,0.84,"3'"
"2965","cen-pk","SRR13577846.94394","nl","normalized","36-38","ref|NC_001146|","+",1,7445,7445,0.548,"5'"
"2966","cen-pk","SRR13577846.94430","nl","normalized","36-38","ref|NC_001136|","-",1523501,1531931,8431,0.466,"5'"
"2967","cen-pk","SRR13577846.94453","nl","normalized","36-38","ref|NC_001138|","+",260449,270129,9681,0.507,"3'"
"2968","cen-pk","SRR13577846.94467","nl","normalized","36-38","ref|NC_001145|","-",5602,9073,3472,0.843,"3'"
"2969","cen-pk","SRR13577846.94475","nl","normalized","36-38","ref|NC_001134|","+",803107,813128,10022,0.577,"3'"
"2970","cen-pk","SRR13577846.94476","nl","normalized","36-38","ref|NC_001147|","-",1081320,1091263,9944,0.666,"5'"
"2971","cen-pk","SRR13577846.94478","nl","normalized","36-38","ref|NC_001140|","+",554337,562392,8056,0.77,"3'"
"2972","cen-pk","SRR13577846.94489","nl","normalized","36-38","ref|NC_001137|","-",569597,573455,3859,0.812,"5'"
"2973","cen-pk","SRR13577846.9450","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.43,"5'"
"2974","cen-pk","SRR13577846.94512","nl","normalized","36-38","ref|NC_001145|","-",5598,13859,8262,0.839,"3'"
"2975","cen-pk","SRR13577846.94519","nl","normalized","36-38","ref|NC_001142|","-",91,8208,8118,0.493,"3'"
"2976","cen-pk","SRR13577846.94527","nl","normalized","36-38","ref|NC_001147|","+",1082763,1091232,8470,0.679,"3'"
"2977","cen-pk","SRR13577846.94547","nl","normalized","36-38","ref|NC_001136|","+",1516505,1525334,8830,0.328,"3'"
"2978","cen-pk","SRR13577846.9457","nl","normalized","36-38","ref|NC_001140|","+",552169,562423,10255,0.584,"3'"
"2979","cen-pk","SRR13577846.94576","nl","normalized","36-38","ref|NC_001140|","-",553960,562485,8526,0.572,"5'"
"2980","cen-pk","SRR13577846.94623","nl","normalized","36-38","ref|NC_001140|","-",553243,562441,9199,0.56,"5'"
"2981","cen-pk","SRR13577846.94783","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.766,"5'"
"2982","cen-pk","SRR13577846.9479","nl","normalized","36-38","ref|NC_001138|","+",260320,270119,9800,0.496,"3'"
"2983","cen-pk","SRR13577846.94817","nl","normalized","36-38","ref|NC_001147|","-",1083486,1091248,7763,0.942,"5'"
"2984","cen-pk","SRR13577846.94831","nl","normalized","36-38","ref|NC_001146|","-",1,9222,9222,0.949,"3'"
"2985","cen-pk","SRR13577846.94872","nl","normalized","36-38","ref|NC_001140|","-",554508,562423,7916,0.536,"5'"
"2986","cen-pk","SRR13577846.94925","nl","normalized","36-38","ref|NC_001144|","-",116,7432,7317,0.862,"3'"
"2987","cen-pk","SRR13577846.94928","nl","normalized","36-38","ref|NC_001136|","+",1516350,1525334,8985,0.419,"3'"
"2988","cen-pk","SRR13577846.94973","nl","normalized","36-38","ref|NC_001140|","+",554737,562393,7657,0.633,"3'"
"2989","cen-pk","SRR13577846.94985","nl","normalized","36-38","ref|NC_001140|","+",554318,562440,8123,0.723,"3'"
"2990","cen-pk","SRR13577846.95","nl","normalized","36-38","ref|NC_001144|","-",16489,24205,7717,0.626,"3'"
"2991","cen-pk","SRR13577846.95030","nl","normalized","36-38","ref|NC_001146|","+",1,5953,5953,0.572,"5'"
"2992","cen-pk","SRR13577846.95123","nl","normalized","36-38","ref|NC_001136|","-",1523133,1531931,8799,0.642,"5'"
"2993","cen-pk","SRR13577846.95133","nl","normalized","36-38","ref|NC_001147|","+",102,10435,10334,0.73,"5'"
"2994","cen-pk","SRR13577846.95170","nl","normalized","36-38","ref|NC_001147|","+",104,7237,7134,0.912,"5'"
"2995","cen-pk","SRR13577846.95239","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.863,"3'"
"2996","cen-pk","SRR13577846.95271","nl","normalized","36-38","ref|NC_001147|","-",89,9940,9852,0.665,"3'"
"2997","cen-pk","SRR13577846.95277","nl","normalized","36-38","ref|NC_001134|","+",1,8696,8696,1.16,"5'"
"2998","cen-pk","SRR13577846.95363","nl","normalized","36-38","ref|NC_001148|","-",937369,948066,10698,0.672,"5'"
"2999","cen-pk","SRR13577846.95431","nl","normalized","36-38","ref|NC_001144|","-",92,8480,8389,0.714,"3'"
"3000","cen-pk","SRR13577846.95466","nl","normalized","36-38","ref|NC_001138|","+",261787,270126,8340,0.641,"3'"
"3001","cen-pk","SRR13577846.95477","nl","normalized","36-38","ref|NC_001140|","+",552265,562423,10159,0.518,"3'"
"3002","cen-pk","SRR13577846.955","nl","normalized","36-38","ref|NC_001144|","-",16489,25303,8815,0.532,"3'"
"3003","cen-pk","SRR13577846.9552","nl","normalized","36-38","ref|NC_001136|","+",1525442,1531672,6231,0.16,"5'"
"3004","cen-pk","SRR13577846.956","nl","normalized","36-38","ref|NC_001148|","+",939049,948066,9018,0.627,"3'"
"3005","cen-pk","SRR13577846.95685","nl","normalized","36-38","ref|NC_001146|","+",1,8716,8716,0.554,"5'"
"3006","cen-pk","SRR13577846.95716","nl","normalized","36-38","ref|NC_001146|","-",1,7326,7326,0.776,"3'"
"3007","cen-pk","SRR13577846.9576","nl","normalized","36-38","ref|NC_001140|","+",31,7530,7500,0.572,"5'"
"3008","cen-pk","SRR13577846.95768","nl","normalized","36-38","ref|NC_001144|","-",1069552,1078177,8626,0.73,"5'"
"3009","cen-pk","SRR13577846.95779","nl","normalized","36-38","ref|NC_001147|","+",1084620,1091226,6607,1.95,"3'"
"3010","cen-pk","SRR13577846.95796","nl","normalized","36-38","ref|NC_001142|","+",735728,745615,9888,0.738,"3'"
"3011","cen-pk","SRR13577846.95879","nl","normalized","36-38","ref|NC_001144|","-",64,10516,10453,0.753,"3'"
"3012","cen-pk","SRR13577846.95893","nl","normalized","36-38","ref|NC_001140|","-",550244,556823,6580,0.824,"5'"
"3013","cen-pk","SRR13577846.95895","nl","normalized","36-38","ref|NC_001136|","+",184,9277,9094,0.512,"5'"
"3014","cen-pk","SRR13577846.95915","nl","normalized","36-38","ref|NC_001134|","-",1,10485,10485,0.641,"3'"
"3015","cen-pk","SRR13577846.95930","nl","normalized","36-38","ref|NC_001134|","-",804262,813134,8873,0.372,"5'"
"3016","cen-pk","SRR13577846.95938","nl","normalized","36-38","ref|NC_001146|","-",23,7478,7456,0.687,"3'"
"3017","cen-pk","SRR13577846.95953","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.766,"5'"
"3018","cen-pk","SRR13577846.96038","nl","normalized","36-38","ref|NC_001134|","+",804251,813125,8875,0.083,"3'"
"3019","cen-pk","SRR13577846.9604","nl","normalized","36-38","ref|NC_001140|","+",553541,562391,8851,0.665,"3'"
"3020","cen-pk","SRR13577846.96069","nl","normalized","36-38","ref|NC_001144|","+",16489,23038,6550,0.572,"5'"
"3021","cen-pk","SRR13577846.96096","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.448,"5'"
"3022","cen-pk","SRR13577846.96101","nl","normalized","36-38","ref|NC_001142|","-",93,6931,6839,0.511,"3'"
"3023","cen-pk","SRR13577846.96122","nl","normalized","36-38","ref|NC_001144|","+",1071235,1078177,6943,0.178,"3'"
"3024","cen-pk","SRR13577846.96132","nl","normalized","36-38","ref|NC_001144|","+",1063705,1071628,7924,0.896,"3'"
"3025","cen-pk","SRR13577846.96145","nl","normalized","36-38","ref|NC_001148|","+",938649,948066,9418,0.562,"3'"
"3026","cen-pk","SRR13577846.9616","nl","normalized","36-38","ref|NC_001144|","-",1071041,1078177,7137,2.154,"5'"
"3027","cen-pk","SRR13577846.96174","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.68,"3'"
"3028","cen-pk","SRR13577846.96175","nl","normalized","36-38","ref|NC_001136|","+",1523716,1531931,8216,0.559,"3'"
"3029","cen-pk","SRR13577846.9619","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.64,"3'"
"3030","cen-pk","SRR13577846.96197","nl","normalized","36-38","ref|NC_001140|","+",553998,558619,4622,0.634,"3'"
"3031","cen-pk","SRR13577846.96231","nl","normalized","36-38","ref|NC_001136|","-",1523133,1531931,8799,0.36,"5'"
"3032","cen-pk","SRR13577846.96233","nl","normalized","36-38","ref|NC_001144|","-",1063007,1071640,8634,0.872,"5'"
"3033","cen-pk","SRR13577846.96486","nl","normalized","36-38","ref|NC_001144|","-",16489,24326,7838,0.104,"3'"
"3034","cen-pk","SRR13577846.96500","nl","normalized","36-38","ref|NC_001135|","+",376,5456,5081,0.972,"5'"
"3035","cen-pk","SRR13577846.96501","nl","normalized","36-38","ref|NC_001144|","-",121,7736,7616,0.792,"3'"
"3036","cen-pk","SRR13577846.96512","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.848,"5'"
"3037","cen-pk","SRR13577846.96691","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.848,"5'"
"3038","cen-pk","SRR13577846.96741","nl","normalized","36-38","ref|NC_001142|","-",122,8168,8047,0.381,"3'"
"3039","cen-pk","SRR13577846.96860","nl","normalized","36-38","ref|NC_001141|","-",87,8166,8080,0.449,"3'"
"3040","cen-pk","SRR13577846.96888","nl","normalized","36-38","ref|NC_001147|","-",88,9127,9040,0.676,"3'"
"3041","cen-pk","SRR13577846.96984","nl","normalized","36-38","ref|NC_001144|","-",1068080,1078177,10098,1.53,"5'"
"3042","cen-pk","SRR13577846.96997","nl","normalized","36-38","ref|NC_001146|","-",13,8166,8154,0.661,"3'"
"3043","cen-pk","SRR13577846.97143","nl","normalized","36-38","ref|NC_001140|","+",553447,562393,8947,0.599,"3'"
"3044","cen-pk","SRR13577846.97147","nl","normalized","36-38","ref|NC_001144|","+",1070786,1078177,7392,0.795,"3'"
"3045","cen-pk","SRR13577846.97173","nl","normalized","36-38","ref|NC_001141|","-",89,8166,8078,0.528,"3'"
"3046","cen-pk","SRR13577846.97175","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.366,"5'"
"3047","cen-pk","SRR13577846.97186","nl","normalized","36-38","ref|NC_001140|","+",553294,562430,9137,0.626,"3'"
"3048","cen-pk","SRR13577846.97251","nl","normalized","36-38","ref|NC_001140|","-",552870,562417,9548,0.736,"5'"
"3049","cen-pk","SRR13577846.97257","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.724,"5'"
"3050","cen-pk","SRR13577846.97373","nl","normalized","36-38","ref|NC_001144|","-",130,8846,8717,0.46,"3'"
"3051","cen-pk","SRR13577846.97425","nl","normalized","36-38","ref|NC_001144|","-",1070962,1078177,7216,1.054,"5'"
"3052","cen-pk","SRR13577846.97556","nl","normalized","36-38","ref|NC_001146|","-",1,7754,7754,0.76,"3'"
"3053","cen-pk","SRR13577846.97631","nl","normalized","36-38","ref|NC_001146|","+",1,7508,7508,0.754,"5'"
"3054","cen-pk","SRR13577846.97703","nl","normalized","36-38","ref|NC_001138|","+",261108,270107,9000,0.228,"3'"
"3055","cen-pk","SRR13577846.97873","nl","normalized","36-38","ref|NC_001147|","-",82,9798,9717,0.685,"3'"
"3056","cen-pk","SRR13577846.9790","nl","normalized","36-38","ref|NC_001148|","-",938751,948066,9316,0.772,"5'"
"3057","cen-pk","SRR13577846.97902","nl","normalized","36-38","ref|NC_001134|","+",804861,813124,8264,0.798,"3'"
"3058","cen-pk","SRR13577846.97980","nl","normalized","36-38","ref|NC_001146|","+",1,8799,8799,0.766,"5'"
"3059","cen-pk","SRR13577846.98013","nl","normalized","36-38","ref|NC_001142|","+",737930,745615,7686,0.443,"3'"
"3060","cen-pk","SRR13577846.98086","nl","normalized","36-38","ref|NC_001144|","+",1062250,1071626,9377,0.862,"3'"
"3061","cen-pk","SRR13577846.98194","nl","normalized","36-38","ref|NC_001144|","-",1070443,1078177,7735,1.654,"5'"
"3062","cen-pk","SRR13577846.98202","nl","normalized","36-38","ref|NC_001145|","-",5627,14724,9098,0.985,"3'"
"3063","cen-pk","SRR13577846.98218","nl","normalized","36-38","ref|NC_001145|","-",5598,12636,7039,1.041,"3'"
"3064","cen-pk","SRR13577846.98231","nl","normalized","36-38","ref|NC_001138|","-",260367,270119,9753,0.712,"5'"
"3065","cen-pk","SRR13577846.98272","nl","normalized","36-38","ref|NC_001146|","+",1,9662,9662,0.654,"5'"
"3066","cen-pk","SRR13577846.98282","nl","normalized","36-38","ref|NC_001146|","-",1,7945,7945,0.665,"3'"
"3067","cen-pk","SRR13577846.98322","nl","normalized","36-38","ref|NC_001144|","-",87,9245,9159,0.744,"3'"
"3068","cen-pk","SRR13577846.98325","nl","normalized","36-38","ref|NC_001144|","+",1062250,1071628,9379,0.691,"3'"
"3069","cen-pk","SRR13577846.98349","nl","normalized","36-38","ref|NC_001148|","+",939680,948049,8370,0.55,"3'"
"3070","cen-pk","SRR13577846.98464","nl","normalized","36-38","ref|NC_001147|","-",92,8015,7924,0.591,"3'"
"3071","cen-pk","SRR13577846.98478","nl","normalized","36-38","ref|NC_001140|","-",553009,562404,9396,0.536,"5'"
"3072","cen-pk","SRR13577846.98495","nl","normalized","36-38","ref|NC_001148|","-",937328,948066,10739,0.542,"5'"
"3073","cen-pk","SRR13577846.98552","nl","normalized","36-38","ref|NC_001135|","-",379,10023,9645,1.151,"3'"
"3074","cen-pk","SRR13577846.98567","nl","normalized","36-38","ref|NC_001138|","+",1,10559,10559,0.754,"5'"
"3075","cen-pk","SRR13577846.9858","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.766,"5'"
"3076","cen-pk","SRR13577846.98610","nl","normalized","36-38","ref|NC_001144|","+",1062250,1071611,9362,0.765,"3'"
"3077","cen-pk","SRR13577846.98696","nl","normalized","36-38","ref|NC_001142|","+",82,8747,8666,0.46,"5'"
"3078","cen-pk","SRR13577846.9870","nl","normalized","36-38","ref|NC_001140|","+",553998,558619,4622,0.888,"3'"
"3079","cen-pk","SRR13577846.98722","nl","normalized","36-38","ref|NC_001136|","+",1523348,1531931,8584,0.618,"3'"
"3080","cen-pk","SRR13577846.98740","nl","normalized","36-38","ref|NC_001144|","-",1069642,1078177,8536,0.566,"5'"
"3081","cen-pk","SRR13577846.98757","nl","normalized","36-38","ref|NC_001138|","-",1,7143,7143,0.642,"3'"
"3082","cen-pk","SRR13577846.9876","nl","normalized","36-38","ref|NC_001142|","-",126,9991,9866,0.402,"3'"
"3083","cen-pk","SRR13577846.98816","nl","normalized","36-38","ref|NC_001134|","+",1,7822,7822,0.666,"5'"
"3084","cen-pk","SRR13577846.98819","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.775,"3'"
"3085","cen-pk","SRR13577846.9891","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.472,"5'"
"3086","cen-pk","SRR13577846.98918","nl","normalized","36-38","ref|NC_001145|","-",915577,924303,8727,0.36,"5'"
"3087","cen-pk","SRR13577846.98977","nl","normalized","36-38","ref|NC_001144|","+",1063209,1071628,8420,0.675,"3'"
"3088","cen-pk","SRR13577846.99019","nl","normalized","36-38","ref|NC_001144|","-",1070971,1078177,7207,0.96,"5'"
"3089","cen-pk","SRR13577846.99042","nl","normalized","36-38","ref|NC_001144|","-",1062081,1071625,9545,0.536,"5'"
"3090","cen-pk","SRR13577846.99054","nl","normalized","36-38","ref|NC_001134|","-",1,9413,9413,0.783,"3'"
"3091","cen-pk","SRR13577846.991","nl","normalized","36-38","ref|NC_001142|","-",85,6931,6847,0.323,"3'"
"3092","cen-pk","SRR13577846.99146","nl","normalized","36-38","ref|NC_001142|","+",140,9494,9355,0.536,"5'"
"3093","cen-pk","SRR13577846.99208","nl","normalized","36-38","ref|NC_001140|","+",553998,558619,4622,0.791,"3'"
"3094","cen-pk","SRR13577846.99225","nl","normalized","36-38","ref|NC_001146|","+",1,8439,8439,0.73,"5'"
"3095","cen-pk","SRR13577846.99302","nl","normalized","36-38","ref|NC_001140|","-",550244,556823,6580,0.736,"5'"
"3096","cen-pk","SRR13577846.99333","nl","normalized","36-38","ref|NC_001145|","+",5614,14464,8851,0.718,"5'"
"3097","cen-pk","SRR13577846.9941","nl","normalized","36-38","ref|NC_001134|","+",1,7769,7769,0.46,"5'"
"3098","cen-pk","SRR13577846.99425","nl","normalized","36-38","ref|NC_001136|","-",1524113,1531931,7819,0.548,"5'"
"3099","cen-pk","SRR13577846.99435","nl","normalized","36-38","ref|NC_001142|","-",81,6931,6851,0.559,"3'"
"3100","cen-pk","SRR13577846.99468","nl","normalized","36-38","ref|NC_001144|","+",1069934,1078177,8244,0.804,"3'"
"3101","cen-pk","SRR13577846.99471","nl","normalized","36-38","ref|NC_001144|","+",1070963,1078177,7215,1.891,"3'"
"3102","cen-pk","SRR13577846.99480","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.756,"3'"
"3103","cen-pk","SRR13577846.995","nl","normalized","36-38","ref|NC_001140|","-",68,7530,7463,0.515,"3'"
"3104","cen-pk","SRR13577846.99510","nl","normalized","36-38","ref|NC_001136|","+",1514873,1525334,10462,0.522,"3'"
"3105","cen-pk","SRR13577846.99533","nl","normalized","36-38","ref|NC_001136|","-",196,9675,9480,0.391,"3'"
"3106","cen-pk","SRR13577846.9961","nl","normalized","36-38","ref|NC_001144|","-",16489,23939,7451,0.569,"3'"
"3107","cen-pk","SRR13577846.99610","nl","normalized","36-38","ref|NC_001139|","-",1082799,1090940,8142,0.154,"5'"
"3108","cen-pk","SRR13577846.99611","nl","normalized","36-38","ref|NC_001145|","-",5606,14484,8879,0.893,"3'"
"3109","cen-pk","SRR13577846.99624","nl","normalized","36-38","ref|NC_001144|","+",72,7964,7893,0.66,"5'"
"3110","cen-pk","SRR13577846.9964","nl","normalized","36-38","ref|NC_001144|","+",1069277,1078177,8901,0.771,"3'"
"3111","cen-pk","SRR13577846.99651","nl","normalized","36-38","ref|NC_001140|","-",59,7530,7472,0.374,"3'"
"3112","cen-pk","SRR13577846.99722","nl","normalized","36-38","ref|NC_001144|","-",101,8872,8772,0.913,"3'"
"3113","cen-pk","SRR13577846.99744","nl","normalized","36-38","ref|NC_001148|","+",940371,948040,7670,0.583,"3'"
"3114","cen-pk","SRR13577846.99754","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.848,"5'"
"3115","cen-pk","SRR13577846.99764","nl","normalized","36-38","ref|NC_001142|","-",737898,745648,7751,0.56,"5'"
"3116","cen-pk","SRR13577846.99901","nl","normalized","36-38","ref|NC_001144|","+",109,9370,9262,0.93,"5'"
"3117","cen-pk","SRR13577846.99996","nl","normalized","36-38","ref|NC_001140|","-",553998,558619,4622,0.5,"5'"
"3118","s288c","SRR13577847.100087","nl","normalized","36-38","ref|NC_001145|","-",79,8442,8364,0.378,"3'"
"3119","s288c","SRR13577847.100095","nl","normalized","36-38","ref|NC_001134|","+",804269,813132,8864,0.387,"3'"
"3120","s288c","SRR13577847.100114","nl","normalized","36-38","ref|NC_001134|","+",1,8547,8547,0.342,"5'"
"3121","s288c","SRR13577847.100180","nl","normalized","36-38","ref|NC_001137|","+",1,8930,8930,0.466,"5'"
"3122","s288c","SRR13577847.100224","nl","normalized","36-38","ref|NC_001133|","+",220928,230112,9185,0.505,"3'"
"3123","s288c","SRR13577847.100286","nl","normalized","36-38","ref|NC_001136|","-",1524042,1531933,7892,0.36,"5'"
"3124","s288c","SRR13577847.100495","nl","normalized","36-38","ref|NC_001133|","-",61,11435,11375,0.508,"3'"
"3125","s288c","SRR13577847.1005","nl","normalized","36-38","ref|NC_001137|","+",568969,576874,7906,0.357,"3'"
"3126","s288c","SRR13577847.100597","nl","normalized","36-38","ref|NC_001143|","-",657038,666597,9560,0.43,"5'"
"3127","s288c","SRR13577847.100645","nl","normalized","36-38","ref|NC_001138|","-",261648,270126,8479,0.472,"5'"
"3128","s288c","SRR13577847.100666","nl","normalized","36-38","ref|NC_001148|","+",1,8131,8131,0.542,"5'"
"3129","s288c","SRR13577847.100679","nl","normalized","36-38","ref|NC_001133|","+",222357,230113,7757,0.434,"3'"
"3130","s288c","SRR13577847.100777","nl","normalized","36-38","ref|NC_001146|","-",1,11264,11264,0.365,"3'"
"3131","s288c","SRR13577847.100799","nl","normalized","36-38","ref|NC_001135|","-",304742,316513,11772,0.418,"5'"
"3132","s288c","SRR13577847.100846","nl","normalized","36-38","ref|NC_001148|","-",1,7858,7858,0.364,"3'"
"3133","s288c","SRR13577847.100946","nl","normalized","36-38","ref|NC_001133|","+",219857,230123,10267,0.527,"3'"
"3134","s288c","SRR13577847.100961","nl","normalized","36-38","ref|NC_001135|","-",372,10493,10122,0.584,"3'"
"3135","s288c","SRR13577847.10104","nl","normalized","36-38","ref|NC_001147|","-",101,9850,9750,0.467,"3'"
